respondant_num,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Satisf,DM2,DM11
169,3,0,2,19,192,8700,1,1,100000,1,100000,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,9
170,2,0,3,18,126,20660,1,1,600000,1,700000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2,2
171,2,1,2,12,96,4000,1,0,20000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,7,2
172,4,0,1,15,96,12800,1,1,20000,1,200000,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,3,4
173,5,0,0,21,84,400,1,0,10000,1,30000,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,7,16
174,4,0,1,20,192,1460,1,0,10000,1,30000,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,9
175,1,3,1,18,96,20000,0,1,200000,1,200000,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,5,9
176,1,2,1,13,132,4000,1,0,150000,1,50000,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,7,2
177,3,0,2,22,96,11000,1,0,500000,1,500000,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,3,2
178,3,0,2,19,168,22000,1,1,300000,1,300000,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,2,9
179,2,0,3,19,184,11000,1,0,200000,1,200000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,6,2
180,1,2,2,17,192,50100,1,1,500000,1,500000,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,9
181,0,4,1,19,128,20800,1,0,300000,1,350000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,3,5
182,4,1,0,23,94,820,1,0,50000,0,10000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,2,5
183,3,1,1,17,180,4000,1,0,20000,1,50000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,7,2
184,1,1,3,19,98,2800,1,0,70000,1,80000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,5
185,4,1,0,22,106,1200,1,0,200000,1,200000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,4,5
186,0,2,3,21,96,2000,1,1,10000,1,30000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,7,11
187,2,0,3,19,192,42800,1,1,500000,1,500000,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,5,11
188,1,2,2,19,128,2600,1,1,12000,1,15000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,16
189,1,1,3,19,118,10400,1,1,150000,1,200000,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,9
190,1,1,3,14,144,6800,1,1,15000,1,100000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,6,11
191,5,0,0,25,62,0,1,1,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,3,2
192,3,2,0,22,50,400,1,0,50000,1,200000,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,3,16
193,3,1,0,14,144,10000,1,0,30000,1,10000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,11
194,2,3,0,22,90,10000,1,0,200000,0,300000,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,16
195,3,1,1,22,66,4000,1,1,40000,1,100000,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,5,2
196,3,2,0,19,132,4400,1,0,30000,0,100000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5,2
197,3,1,1,23,24,0,0,0,50000,1,150000,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,16
198,4,1,0,23,46,0,1,1,80000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,2,2
199,2,2,1,17,120,5000,1,0,30000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,7,2
200,1,4,0,14,180,24000,1,0,100000,1,200000,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,16
201,2,3,0,23,36,1200,1,1,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,6,2
202,2,3,0,22,96,6120,1,1,300000,0,500000,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,7,15
203,2,2,1,22,54,10000,1,1,150000,1,200000,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,6,2
204,5,0,0,21,114,7000,1,1,60000,1,100000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,4,2
205,3,1,1,20,87,14240,1,1,250000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,5,2
206,4,1,0,23,45,0,1,1,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,2
207,3,1,1,19,216,12000,1,1,50000,1,100000,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,4,4
208,4,0,1,22,28,0,1,1,200000,1,300000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,2
209,1,3,1,17,132,14000,1,0,100000,0,200000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,6,9
210,2,2,1,11,138,26000,0,0,100000,1,200000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,3,9
211,1,2,2,13,264,30000,1,1,200000,1,300000,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,11
212,0,1,4,13,168,22000,1,1,400000,1,400000,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,2,11
213,4,1,0,17,108,20400,1,0,50000,1,100000,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,9
214,4,0,1,21,138,24400,1,1,100000,1,100000,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,9
215,2,3,0,20,102,9000,1,1,45000,1,30000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,7,9
216,1,3,1,9,276,96000,0,0,20000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,7,9
217,2,3,0,19,204,30000,0,1,30000,1,50000,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,14
218,1,2,2,22,78,6000,1,0,150000,1,200000,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,16
219,2,1,2,21,96,6000,1,0,100000,1,150000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,16
220,5,0,0,20,94,3200,1,0,100000,1,300000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,6,16
221,1,1,3,24,65,1000,1,1,300000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,16
222,2,2,1,22,64,2000,1,1,300000,1,300000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,3,2
223,1,2,2,22,78,21000,1,0,150000,1,150000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,4,16
224,4,1,0,23,26,0,1,1,300000,1,500000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,2
225,0,2,3,15,108.6,8000,1,0,300000,0,500000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,3
226,2,2,1,22,240,6000,1,0,100000,1,10000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,3,2
227,5,0,0,20,84,4000,1,1,200000,0,300000,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,4,9
228,2,2,1,21,156,2000,1,0,100000,0,200000,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,7,2
229,3,1,1,23,94,0,1,0,250000,1,300000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,3,2
230,2,0,3,23,74,1000,1,0,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,2
231,2,1,2,20,90,4000,1,0,50000,0,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,5,2
232,3,1,1,23,46,0,1,0,20000,0,500000,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,7,2
233,3,2,0,22,114,3000,1,0,600000,1,600000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,2
234,2,1,2,20,132,6000,1,0,50000,0,100000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,6,2
235,3,0,2,20,92,13200,1,0,500000,1,100000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,6,2
236,1,2,2,18,156,9200,1,1,50000,0,100000,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,7,2
237,2,1,2,18,108,8120,1,1,150000,0,250000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,6,1
238,1,2,2,19,144,14000,1,0,100000,1,200000,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1
239,3,1,1,20,102,18060,1,1,150000,1,200000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,3,1
240,2,2,1,20,102,20100,1,0,100000,1,200000,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,3,1
241,4,0,0,20,96,300,1,1,20000,1,50000,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,3,1
242,5,0,0,22,62,180,1,1,130000,0,250000,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,2,1
243,5,0,0,19,98,260,1,1,70000,0,150000,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,4,1
244,3,1,1,19,80,24280,1,1,150000,1,250000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,1
245,4,1,0,19,118,4160,1,0,30000,1,50000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,6,1
246,2,1,2,20,86,6080,1,0,150000,0,300000,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,5,1
247,1,4,0,21,106,7600,0,0,150000,0,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,3
248,4,0,1,20,48,200,1,1,150000,0,250000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,5,3
249,3,2,0,20,136,2600,1,0,20000,0,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,3
250,2,0,3,19,150,10000,0,0,100000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,2,3
251,2,3,0,11,174,34420,1,0,80000,1,80000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,4,7
252,4,0,1,22,74,2000,1,1,3500,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,2,16
253,3,2,0,19,66,0,1,0,50000,1,100000,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,7,15
254,3,1,1,21,69,3000,1,1,250000,1,250000,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,16
255,1,2,2,17,86,0,1,0,100000,1,150000,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,7,15
256,5,0,0,22,58,1400,1,1,400000,1,500000,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,5,16
257,2,2,1,18,64,0,1,0,50000,1,100000,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,6,15
258,5,0,0,21,66,2800,1,1,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,2,16
259,2,2,1,16,80,0,1,0,50000,1,100000,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,6,15
260,4,1,0,19,72,0,1,0,50000,1,100000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,5,15
261,5,0,0,23,54,1500,1,1,200000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,16
262,1,0,4,14,132,0,1,1,100000,1,150000,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,15
263,0,1,4,19,150,18000,1,0,200000,1,250000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,2,3
264,4,0,1,21,58,7400,1,1,100000,1,200000,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,15
265,2,2,1,17,84,7000,1,0,50000,1,100000,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,6,15
266,4,1,0,17,60,10000,1,0,30000,1,50000,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,7,15
267,3,0,2,20,108,4200,1,0,200000,1,300000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,6,3
268,4,1,0,17,72,4000,1,1,100000,1,150000,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,15
269,2,1,2,18,120,4200,1,0,100000,1,100000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,2
270,3,1,1,21,88,7200,1,0,200000,1,200000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,2
271,3,2,0,17,126,12000,1,0,50000,1,200000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,6,2
272,3,0,2,20,96,6200,1,1,250000,1,300000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,3
273,0,3,2,15,132,14000,1,0,300000,0,500000,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,3
274,0,3,2,13,180,22000,1,0,200000,0,400000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,3,3
275,1,1,3,17,144,13200,1,1,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,6,3
276,2,1,2,17,114,11000,1,1,200000,1,300000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,7,3
277,1,2,2,19,108,1400,1,1,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,6,3
278,4,0,1,21,90,0,1,1,10000,1,10000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,14
279,0,1,4,13,120,12000,1,0,100000,1,150000,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,15
280,2,2,1,19,78,12000,1,0,100000,1,100000,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,15
281,2,0,3,21,114,11400,1,1,200000,1,300000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,3
282,3,0,2,16,114,4400,1,1,1000,1,30000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,3
283,1,1,3,12,96,18000,1,0,150000,1,20000,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,4,15
284,2,3,0,15,98,14000,0,0,150000,1,150000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,5,15
285,4,1,0,17,84,11000,1,1,10000,1,20000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,15
286,2,1,2,17,90,4600,1,0,100000,1,100000,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,15
287,2,3,0,14,158,40000,1,0,100000,1,100000,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,4,15
288,3,1,1,15,100,14000,1,0,5000,1,50000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,7,15
289,2,1,2,13,114,26000,1,0,100000,1,100000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,15
290,4,1,0,18,86,21000,1,1,20000,1,30000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,15
291,4,0,1,17,162,15200,1,1,150000,1,150000,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,6,2
292,2,2,1,17,120,26400,1,1,200000,1,100000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,9
293,1,3,1,21,204,0,1,1,60000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,7,2
294,1,3,1,16,61,10000,1,1,5000,1,10000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,6,14
295,2,2,1,21,216,6100,1,1,200000,1,150000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,2
296,4,1,0,12,110,11200,1,1,10000,1,10000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,14
297,3,0,2,21,102,8000,1,0,1000000,1,100000,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,4,2
298,2,2,1,17,120,17000,1,1,10000,1,50000,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,16
299,4,1,0,22,72,600,1,1,120000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,4,2
300,3,1,1,20,102,4000,1,0,300000,0,500000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,2
301,3,1,1,18,630,52800,1,1,500000,1,600000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,5
302,3,0,2,22,144,23000,1,1,420000,1,600000,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,2,16
303,4,1,0,22,56,1300,1,1,300000,1,500000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,2
304,0,0,5,21,72,5000,1,0,600000,1,600000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,5
305,4,0,1,23,92,400,1,1,250000,0,400000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,2
306,0,5,0,18,96,6000,1,1,50000,1,100000,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,16
307,4,0,1,21,122,6800,1,1,100000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,5,3
308,3,0,2,18,102,14000,1,1,24000,1,50000,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,5,16
309,3,1,1,21,108,3600,1,1,150000,1,200000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,3
310,2,2,1,17,114,9200,1,1,50000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,3
311,2,0,3,19,84,12400,1,1,150000,1,300000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,3
312,5,0,0,22,90,2800,1,1,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,7,3
313,2,0,3,23,120,2040,1,1,300000,1,500000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,7,15
314,1,1,3,23,76,800,1,1,20000,1,50000,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,12
315,4,1,0,20,84,6200,1,1,600000,1,600000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,2,5
316,2,0,3,14,90,7600,1,1,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2,14
317,0,3,2,16,198,27000,1,1,350000,1,500000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,5
318,3,0,2,23,112,40,1,0,1000,1,3000000,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,7,14
319,3,1,1,17,192,36400,1,1,20000,1,500000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,5,5
320,3,0,2,23,108,60,1,0,1000,1,1500,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,7,14
321,2,1,2,18,94,13300,1,0,300000,1,300000,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,6,14
322,5,0,0,24,76,2000,1,0,10000,0,50000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,6,1
323,3,0,2,22,102,10400,1,0,200000,1,150000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,1
324,2,3,0,19,68,6000,1,0,20000,0,300000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,7,1
325,4,1,0,19,156,8000,0,1,50000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,7,3
326,4,0,1,21,66,1095.2,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,7,2
327,2,2,1,18,180,10000,1,0,100000,1,100000,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,7,1
328,0,4,1,18,132,11200,1,1,100000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,6,3
329,4,0,1,19,96,12400,1,1,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,3
330,1,0,4,24,132,2000,1,1,50000,1,100000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,7,16
331,1,4,0,20,78,3000,1,0,30000,0,100000,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,4,1
332,1,4,0,21,76,4400,0,0,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,14
333,4,1,0,21,96,14000,1,0,50000,1,100000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,1
334,4,0,1,23,114,16000,1,1,1000000,1,2000000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,1
335,3,0,2,19,102,3520,1,0,50000,0,150000,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,5
336,2,2,1,19,92,10220,1,0,100000,1,200000,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,4,5
337,4,1,0,16,126,4200,1,1,7000,1,7000,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,7,11
338,0,4,1,16,150,1500,1,0,10000,1,50000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,7,5
